rank,korean_spelling,english_spelling_romanization,frequency_band,syllables,token_note,source_url
7529,시안,sian,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7530,신랑,sinrang,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7531,신탁,sintak,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7532,애매,aemae,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7533,역량,yeokryang,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7534,역설,yeokseol,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7535,역학,yeokhak,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7536,오스카,oseuka,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7537,올라왔,olrawat,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7538,와이파이,waipai,7001-8000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
7539,외계인,oegyein,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7540,외로운,oeroun,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7541,용의자,yonguija,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7542,우르,ureu,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7543,움직일,umjikil,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7544,원천,woncheon,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7545,유다,yuda,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7546,의대,uidae,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7547,의류,uiryu,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7548,입지,ipji,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7549,자유주의,jayujuui,7001-8000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
7550,장례식,jangryesik,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7551,전수,jeonsu,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7552,정문,jeongmun,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7553,정수,jeongsu,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7554,졸업식,joleopsik,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7555,주의자,juuija,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7556,지장,jijang,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7557,지침,jichim,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7559,쳐서,chyeoseo,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7560,추상,chusang,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7561,침공,chimgong,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7562,칼럼,kalreom,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7564,클로,keulro,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7565,클리어,keulrieo,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7566,타협,tahyeop,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7568,품종,pumjong,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7569,플라이,peulrai,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7570,한결,hangyeol,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7571,함대,hamdae,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7572,혹시나,hoksina,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7573,효소,hyoso,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7574,후면,humyeon,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7575,휴스턴,hyuseuteon,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7586,가르쳤,gareuchyeot,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7587,가설,gaseol,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7590,개소리,gaesori,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7591,거북,geobuk,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7592,경영자,gyeongyeongja,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7594,고른,goreun,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7595,고속도로,gosokdoro,7001-8000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
7597,공모,gongmo,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7598,과실,gwasil,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7599,관중,gwanjung,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7600,교통부,gyotongbu,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7601,국무총리,gukmuchongri,7001-8000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
7602,근원,geunwon,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7603,금고,geumgo,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7604,김정일,gimjeongil,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7605,나열,nayeol,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7606,내놔,naenwa,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7607,노릇,noreut,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7608,노숙,nosuk,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7609,대리인,daeriin,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7610,더더욱,deodeouk,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7612,데니스,deniseu,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7613,동방,dongbang,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7614,떠올랐,tteoolrat,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7615,뚜껑,ttukkeong,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7616,레코드,rekodeu,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7617,로얄,royal,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7618,루나,runa,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7619,리눅스,rinukseu,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7620,링컨,ringkeon,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7621,매칭,maeching,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7622,며느리,myeoneuri,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7623,모건,mogeon,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7624,몰입,molip,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7625,무한도전,muhandojeon,7001-8000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
7626,미드,mideu,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7627,베풀,bepul,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7628,별자리,byeoljari,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7629,보라,bora,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7630,보리,bori,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7631,보여서,boyeoseo,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7634,사관,sagwan,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7635,사수,sasu,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7636,서산,seosan,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7637,서초구,seochogu,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7638,선수단,seonsudan,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7639,성원,seongwon,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7641,수법,subeop,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7642,스태프,seutaepeu,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7643,실적,siljeok,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7645,아마존,amajon,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7646,어둡,eodup,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7647,어마어마,eomaeoma,7001-8000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
7648,엔젤,enjel,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7650,우스,useu,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7651,원한다면,wonhandamyeon,7001-8000,4,Supplementary frequency token,https://github.com/rspeer/wordfreq
7652,위임,wiim,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7653,유동,yudong,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7654,유정,yujeong,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7655,이어폰,ieopon,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7656,인제,inje,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7657,일가,ilga,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7658,자가,jaga,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7659,자니,jani,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7660,자석,jaseok,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7661,전도,jeondo,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7662,절벽,jeolbyeok,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7663,정품,jeongpum,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7664,제천,jecheon,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7665,조세,jose,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7666,종결,jonggyeol,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7667,중령,jungryeong,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7668,지주,jiju,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7669,지켰,jikyeot,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7670,진다고,jindago,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7671,진해,jinhae,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7672,초음파,choeumpa,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7673,축적,chukjeok,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7674,충청,chungcheong,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7675,취했,chwihaet,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7676,친일파,chinilpa,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7677,카레,kare,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7678,컨디션,keondisyeon,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7679,케어,keeo,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7680,클리닉,keulrinik,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7681,탐험,tamheom,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7682,터보,teobo,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7683,테라,tera,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7685,통역,tongyeok,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7686,펑크,peongkeu,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7687,포커스,pokeoseu,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7688,하도,hado,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7689,해독,haedok,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7690,해선,haeseon,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7692,화끈,hwakkeun,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7693,화보,hwabo,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7694,후방,hubang,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7695,훈장,hunjang,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7710,개수,gaesu,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7711,곡선,gokseon,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7712,과다,gwada,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7713,극대,geukdae,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7714,금전,geumjeon,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7715,급격히,geupgyeokhi,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7717,낮잠,natjam,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7718,내요,naeyo,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7720,놀란,nolran,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7722,대니,daeni,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
7723,대해선,daehaeseon,7001-8000,3,Supplementary frequency token,https://github.com/rspeer/wordfreq
7724,던전,deonjeon,7001-8000,2,Supplementary frequency token,https://github.com/rspeer/wordfreq
